source_center,destination_center,n,med_dist,segment,cur,exp_t_ftl,exp_t_cart,ftl_gain_pct,src_btw,rec,rec_type,flip
IND305901AAA,IND342602AAC,2,61.738086365694556,CONTESTABLE,FTL,98.10413642960813,103.359375,5.084433386320175,0.0,Carting (hold),Carting,True
IND306116AAA,IND306001AAA,1,66.4312593903122,CONTESTABLE,FTL,152.91891891891893,161.4375,5.276705276705267,0.0,Carting (hold),Carting,True
IND306401AAB,IND302014AAA,6,270.1862680981758,TRUNK,FTL,428.98617511520735,474.2938775510204,9.552664409196224,0.010954959553479289,FTL (structural),FTL,False
IND306401AAB,IND305001AAC,5,145.29883651459096,CONTESTABLE,Carting,241.02652546147377,358.1290322580645,32.69841209416604,0.010954959553479289,FTL (upgrade),FTL,True
IND306401AAB,IND342005AAD,3,60.99463176252164,CONTESTABLE,FTL,89.6923076923077,104.34375,14.041514041514041,0.010954959553479289,FTL (upgrade),FTL,False
IND306401AAB,IND343001AAA,2,85.16627905503879,CONTESTABLE,FTL,174.9655172413793,199.76377952755905,12.41379310344828,0.010954959553479289,FTL (upgrade),FTL,False
IND306902AAA,IND306116AAA,1,19.21291185585225,LAST-MILE,FTL,53.28947368421053,62.3076923076923,14.473684210526303,0.0,Carting (structural),Carting,True
IND307001AAA,IND306902AAA,1,34.696049930509574,CONTESTABLE,FTL,48.486486486486484,51.1875,5.2767052767052816,0.0004109645500473184,Carting (hold),Carting,True
IND311301AAA,IND305624AAA,3,38.34901657227301,CONTESTABLE,FTL,136.71428571428572,64.96875,-110.43083900226759,0.0,Carting (hold),Carting,True
IND312001AAA,IND312601AAA,2,28.42258458061626,CONTESTABLE,FTL,79.02950310559007,115.171875,31.38124815143449,0.002437253599605601,FTL (upgrade),FTL,False
IND312403AAA,IND312001AAA,6,53.35436701328968,CONTESTABLE,FTL,107.21739130434783,134.859375,20.496894409937887,0.0008080585511537919,FTL (upgrade),FTL,False
IND312601AAA,IND458664AAA,2,25.88562295974884,CONTESTABLE,FTL,151.09756097560978,236.25,36.043360433604335,0.0008183623875098481,FTL (upgrade),FTL,False
IND312605AAB,IND313001AAB,2,121.41553616278748,CONTESTABLE,FTL,306.8759124087591,317.06692913385825,3.2141531609550875,0.0020294594607447613,Carting (hold),Carting,True
IND312605AAB,IND458001AAB,5,27.54601618546027,CONTESTABLE,FTL,58.285714285714285,63.0,7.482993197278914,0.0020294594607447613,Carting (hold),Carting,True
IND313001AAB,IND306401AAB,6,136.7266112851843,CONTESTABLE,FTL,286.90140845070425,325.19685039370074,11.776080210073983,0.008654429936290588,FTL (upgrade),FTL,False
IND313001AAB,IND327001AAB,4,135.23913807930666,CONTESTABLE,FTL,508.3112582781457,349.5866141732283,-45.403524525760474,0.008654429936290588,Carting (hold),Carting,True
IND313001AAB,IND382430AAB,7,219.598413784604,CONTESTABLE,FTL,404.71727748691103,418.8857142857143,3.382411076721332,0.008654429936290588,Carting (hold),Carting,True
IND321001AAA,IND301001AAB,1,91.29417943872224,CONTESTABLE,FTL,191.63584401445044,225.31496062992125,14.94757228783782,0.00040462372767436077,Carting (hold),Carting,True
IND321001AAA,IND321401AAB,4,39.03559797630997,CONTESTABLE,FTL,49.119951040391676,76.78125,36.02611179110568,0.00040462372767436077,FTL (upgrade),FTL,False
IND321001AAB,IND321001AAA,3,30.54210280273256,CONTESTABLE,FTL,40.62068965517241,61.03125,33.44280240831965,0.0008171734833149186,FTL (upgrade),FTL,False
IND321001AAB,IND321401AAB,1,60.11873212028181,CONTESTABLE,FTL,123.08108108108108,129.9375,5.276705276705276,0.0008171734833149186,Carting (hold),Carting,True
IND321022AAA,IND121004AAB,2,90.5485932517035,CONTESTABLE,Carting,162.00143514623645,260.8192771084337,37.88747636207675,0.0,Carting (hold),Carting,False
IND321408AAB,IND301001AAB,1,78.45953826910605,CONTESTABLE,FTL,179.78208046716486,211.3779527559055,14.94757228783782,0.0,Carting (hold),Carting,True
IND321408AAB,IND321606AAA,1,23.62363875275418,LAST-MILE,FTL,63.0,73.84615384615384,14.687499999999991,0.0,Carting (structural),Carting,True
